Payload	Attacker
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.	0
What's the significance?	0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..	0
Lol ok your forgiven :)	0
No..jst change tat only..	0
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE	0
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz	0
But that's on ebay it might be less elsewhere.	0
Shall i come to get pickle	0
URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on02/09/03! This is our 2nd attempt to contact YOU! Call0871-872-9755 BOX95QU	0
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.	0
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750	0
Jay says that you're a double-faggot	0
Gudnite....tc...practice going on	0
I'll be late...	0
Probably gonna be here for a while, see you later tonight &lt;)	0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.	0
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop	0
A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'	0
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed	0
Then any special there?	0
Wait  &lt;#&gt;  min..	0
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.	0
Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo	0
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know	0
Having lunch:)you are not in online?why?	0
I know that my friend already told that.	0
Hi msg me:)i'm in office..	0
Thanx 4 e brownie it's v nice...	0
Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...	0
Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?	0
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!	0
WOT U WANNA DO THEN MISSY?	0
Can you open the door?	0
Waiting for your call.	0
Ü wait 4 me in sch i finish ard 5..	0
our mobile number has won £5000, to claim calls us back or ring the claims hot line on09050005321.	0
Ok anyway no need to change with what you said	0
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call08002988890 now or reply for free delivery tomorrow	0
Tell them u have a headache and just want to use 1 hour of sick time.	0
I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... 	0
I'm in a meeting, call me later at	0
For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare08715705022, 1x150p/wk	0
You still at grand prix?	0
I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...	0
You have an important customer service announcement. Call FREEPHONE0800 5420825 now!	0
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too	0
If u sending her home first it's ok lor. I'm not ready yet.	0
Speaking of does he have any cash yet?	0
TaKe CaRE n gET WeLL sOOn	0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info:07946746291/07880867867 	0
It's fine, imma get a drink or somethin. Want me to come find you?	0
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222	0
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C	0
I called and said all to him:)then he have to choose this future.	0
For my family happiness..	0
I come n pick ü up... Come out immediately aft ur lesson...	0
Good words.... But words may leave u in dismay many times.	0
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED	0
Haha good to hear, I'm officially paid and on the market for an 8th	0
How many licks does it take to get to the center of a tootsie pop?	0
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call09064019014 to receive your £350 award.	0
Please dont say like that. Hi hi hi	0
Got it. Seventeen pounds for seven hundred ml – hope ok.	0
Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.	0
When ü login dat time... Dad fetching ü home now?	0
What will we do in the shower, baby?	0
said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 	0
Probably gonna swing by in a wee bit	0
Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?	0
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.	0
You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm	0
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)	0
Fine i miss you very much.	0
Did u got that persons story	0
You will be in the place of that man	0
It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com	0
Then mum's repent how?	0
Sorry me going home first... Daddy come fetch ü later...	0
En chikku nange bakra msg kalstiya..then had tea/coffee?	0
Carlos'll be here in a minute if you still need to buy	0
Did u receive my msg?	0
Ho ho - big belly laugh! See ya tomo	0
Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.	0
I've got  &lt;#&gt; , any way I could pick up?	0
Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...	0
Cause I'm not freaky lol	0
Ü log off 4 wat. It's sdryb8i	0
Is xy going 4 e lunch?	0
Have you finished work yet? :)	0
Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8	0
<Forwarded from 448712404000>Please CALL08712404000 immediately as there is an urgent message waiting for you.	0
Was the farm open?	0
Will purchase d stuff today and mail to you. Do you have a po box number?	0
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem	0
meet you in corporation st outside gap … you can see how my mind is working!	0
Mum ask ü to buy food home...	0
Sorry, I'll call later	0
What is important is that you prevent dehydration by giving her enough fluids	0
I don't think I can get away for a trek that long with family in town, sorry	0
So when do you wanna gym harri	0
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on08000938767 to update now! or2stoptxt T&Cs	0
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."	0
Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.	0
He also knows about lunch menu only da. . I know	0
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748	0
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on08714712394 between 10am-7pm	0
S'fine. Anytime. All the best with it.	0
That is wondar full flim.	0
Got it! It looks scrumptious... daddy wants to eat you all night long!	0
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...	0
Dunno y u ask me.	0
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123	0
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply	0
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	0
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg	0
Wish i were with you now!	0
Do well :)all will for little time. Thing of good times ahead:	0
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.	0
Dunno he jus say go lido. Same time 930.	0
I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!	0
By monday next week. Give me the full gist	0
Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?	0
When did you get to the library	0
Realy sorry-i don't recognise this number and am now confused :) who r u please?! 	0
Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!	0
U should have made an appointment	0
We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.	0
Urgent Ur £500 guaranteed award is still unclaimed! Call09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF	0
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub	0
I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...	0
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.	0
Not getting anywhere with this damn job hunting over here!	0
I wil be there with in  &lt;#&gt;  minutes. Got any space	0
Just sleeping..and surfing	0
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"""	0
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola	0
Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?	0
Beerage?	0
She was supposed to be but couldn't make it, she's still in town though	0
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure	0
Gud mrng dear hav a nice day	0
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola	0
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!	0
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?	0
"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""	0
Ok i msg u b4 i leave my house.	0
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice	0
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone	0
I dled 3d its very imp	0
sure, but make sure he knows we ain't smokin yet	0
Ugh I don't wanna get out of bed. It's so warm.	0
S:)s.nervous  &lt;#&gt; :)	0
I borrow ur bag ok.	0
U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT	0
Also are you bringing galileo or dobby	0
Then why you not responding	0
On the road so cant txt	0
SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help08702840625.COMUK. 220-CM2 9AE	0
Hmm .. Bits and pieces lol ... *sighs* ...	0
Hahaha..use your brain dear	0
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola	0
U have a secret admirer. REVEAL who thinks U R So special. Call09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care07821230901	0
Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago	0
Surely result will offer:)	0
Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks	0
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call08000930705 or reply for delivery Wed	0
Pls send me a comprehensive mail about who i'm paying, when and how much.	0
Our Prashanthettan's mother passed away last night. pray for her and family.	0
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore	0
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.	0
Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs08717898035. £3.00 Sub. 16 . Unsub reply X	0
U reach orchard already? U wan 2 go buy tickets first?	0
"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."""	0
Stop the story. I've told him i've returned it and he's saying i should not re order it.	0
Spoons it is then okay?	0
Did he just say somebody is named tampa	0
Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you	0
Did u find out what time the bus is at coz i need to sort some stuff out.	0
Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter	0
PRIVATE! Your 2003 Account Statement for07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call08719899217 Identifier Code: 41685 Expires07/11/04	0
Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!	0
Its going good...no problem..but still need little experience to understand american customer voice...	0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;	0
Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now,09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary	0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on09058094565	0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on09065171142-stopsms-08	0
I love to give massages. I use lots of baby oil... What is your fave position?	0
Dude we should go sup again	0
I like to talk pa but am not able to. I dont know y.	0
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.	0
Why do you ask princess?	0
I am great princess! What are you thinking about me? :)	0
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;	0
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"	0
Thursday night? Yeah, sure thing, we'll work it out then	0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"	0
I wonder if your phone battery went dead ? I had to tell you, I love you babe	0
Lovely smell on this bus and it ain't tobacco... 	0
all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468	0
I.ll give her once i have it. Plus she said grinule greet you whenever we speak	0
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you	0
I am sorry it hurt you.	0
Call me da, i am waiting for your call.	0
I could ask carlos if we could get more if anybody else can chip in	0
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 	0
Dont talk to him ever ok its my word.	0
It shall be fine. I have avalarr now. Will hollalater	0
She went to attend another two rounds today..but still did't reach home..	0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.	0
K:)i will give my kvb acc details:)	0
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)	0
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go	0
Dear Matthew please call09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.	0
Then dun wear jeans lor...	0
Urgent! call09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+	0
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.	0
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)	0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC:08718720201 PO BOX 114/14 TCR/W1	0
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 	0
Awesome, lemme know whenever you're around	0
Shb b ok lor... Thanx...	0
Filthy stories and GIRLS waiting for your	0
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...	0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!	0
Where @	0
Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?	0
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..	0
I am not sure about night menu. . . I know only about noon menu	0
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.	0
Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?	0
Haha awesome, omw back now then	0
Eh u send wrongly lar...	0
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 	0
Hey you can pay. With salary de. Only  &lt;#&gt; .	0
Another month. I need chocolate weed and alcohol.	0
Congrats! 2 mobile 3G Videophones R yours. call09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.	0
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP	0
I'm in office now . I will call you  &lt;#&gt;  min:)	0
Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*	0
26th OF JULY	0
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.	0
I can't, I don't have her number!	0
Change again... It's e one next to escalator...	0
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.	0
Aight will do, thanks again for comin out	0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	0
&lt;#&gt;  am I think? Should say on syllabus	0
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on08000839402 or call 2optout	0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?	0
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am	0
I just got home babe, are you still awake ?	0
Ya, told..she was asking wats matter?	0
Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!	0
Nope watching tv at home... Not going out. V bored...	0
Don know..wait i will check it.	0
We still on for tonight?	0
May i call You later Pls	0
Yes da. Any plm at ur office	0
Are you not around or just still asleep? :V	0
Can not use foreign stamps in this country. Good lecture .	0
Yup bathe liao...	0
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG	0
Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*	0
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"	0
They just talking thats it de. They wont any other.	0
Easy ah?sen got selected means its good..	0
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?	0
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""	0
1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	0
Are you available for soiree on June 3rd?	0
Do u noe wat time e place dat sells 4d closes?	0
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.	0
I'm at work. Please call	0
Tell me they're female :V how're you throwing in? We're deciding what all to get now	0
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+	0
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.	0
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150	0
Once free call me sir. I am waiting for you.	0
Meeting u is my work. . . Tel me when shall i do my work tomorrow	0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call09050003091 from land line. Claim C52. Valid12hrs only	0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688	0
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.	0
Where can download clear movies. Dvd copies.	0
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI	0
You tell what happen dont behave like this to me. Ok no need to say	0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!	0
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..	0
You can never do NOTHING	0
You are awarded a SiPix Digital Camera! call09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99	0
Please da call me any mistake from my side sorry da. Pls da goto doctor.	0
Where r we meeting?	0
Ryder unsold.now gibbs.	0
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062	0
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.	0
You busy or can I come by at some point and figure out what we're doing tomorrow	0
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.	0
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you	0
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke	0
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)	0
Awesome, think we can get an 8th at usf some time tonight?	0
So that means you still think of teju	0
So lets make it saturday or monday as per convenience.	0
Hey... What time is your driving on fri? We go for evaluation on fri?	0
Cancel cheyyamo?and get some money back?	0
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call08000776320 now or reply for delivery Tomorrow	0
Aiyar sorry lor forgot 2 tell u...	0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p	0
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg	0
So check your errors and if you had difficulties, do correction.	0
Good morning princess! How are you?	0
As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.	0
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call08707808226.	0
LOL ... No just was busy	0
Oh:)as usual vijay film or its different?	0
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.	0
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(	0
Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services08450542832	0
I'm not driving... Raining! Then i'll get caught at e mrt station lor.	0
Not a drop in the tank	0
Ok i go change also...	0
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)	0
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee	0
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment	0
You sure your neighbors didnt pick it up	0
K. I will sent it again	0
Well. Im computerless. Time to make some oreo truffles	0
Haha yeah I see that now, be there in a sec	0
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow	0
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil	0
Happy new years melody!	0
Ü dun need to pick ur gf?	0
Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? 	0
Just nw i came to hme da..	0
I'm in chennai velachery:)	0
You flippin your shit yet?	0
Yo, you around? Just got my car back	0
Annoying isn't it.	0
All will come alive.better correct any good looking figure there itself..	0
In that case I guess I'll see you at campus lodge	0
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.	0
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk087016248	0
What he said is not the matter. My mind saying some other matter is there.	0
He also knows about lunch menu only da. . I know	0
Otherwise had part time job na-tuition..	0
I know she called me	0
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3	0
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.	0
Also maaaan are you missing out	0
His bday real is in april .	0
Yo, the game almost over? Want to go to walmart soon	0
Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!	0
You have 1 new voicemail. Please call08719181513.	0
Damn, can you make it tonight or do you want to just wait til tomorrow	0
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	0
Prakesh is there know.	0
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim0871277810810	0
sir, you will receive the account no another 1hr time. Sorry for the delay.	0
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care08712405020.	0
Jus ans me lar. U'll noe later.	0
1's finish meeting call me.	0
Lol ok. I'll snatch her purse too.	0
How much are we getting?	0
Is ur paper in e morn or aft tmr?	0
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?	0
I want to show you the world, princess :) how about europe?	0
Now? I'm going out 4 dinner soon..	0
Hello which the site to download songs its urgent pls	0
HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x	0
I call you later, don't have network. If urgnt, sms me.	0
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour	0
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 	0
Not yet chikku..going to room nw, i'm in bus..	0
Am also doing in cbe only. But have to pay.	0
Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem	0
Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!	0
I will see in half an hour	0
Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!	0
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA	0
Tee hee. Off to lecture, cheery bye bye.	0
Ok...	0
network operator. The service is free. For T & C's visit 80488.biz	0
Can do lor...	0
